text,label
"Фетисов — о допуске российских юниоров: «Надеюсь, в международной федерации включат голову»",sport
Министр спорта показал прототип нового олимпийского мишки России,sport
Федерация хоккея России будет добиваться допуска молодежных сборных на чемпионат мира,sport
«Я вернусь с флагом»: Вероника Степанова отказалась от нейтрального статуса,sport
Волейбол стал первым: юниоры сборной России возвращаются в международные старты,sport
Снуп Догг едет на Олимпиаду — и теперь он в тренерском штабе сборной США,sport
"МОК открыл дверь юниорам: флаг и гимн возвращаются, но не для всех",sport
FIDE готова вернуть российских шахматистов в командные турниры — пока без флага,sport
1 800 очков Овечкина: капитан «Вашингтона» снова вошёл в историю НХЛ,sport
МОК вернул российским юниорам флаг и гимн: ограничения сняты полностью,sport
Болельщики финского «Хаки» сожгли свой стадион после вылета — клуб остался без дома,sport
«Вкус победы притупился» — Владимир Быстров подвел грустные итоги года для «Зенита»,sport
"«Мозгов не хватает»: Быстров — о том, почему молодёжь «Зенита» буксует",sport
"«Игры нет, а второе место есть»: Быстров — о проблемах «Зенита»",sport
Олимпийский мишка возвращается: у сборной России будет новый талисман,sport
Новости компаний,sport
Российских лыжников допустили к отбору на Игры-2026 — FIS одобрила заявки. Длинные новогодние каникулы — отличный повод взять ракетку в руки. В дни праздников посетителей ждет теннисный клуб спортивного комплекса «Алмаз-Антей».,sport
«Зенит» узнал календарь на весну: матч со «Спартаком» — 14 марта. Фигурист установил новый мировой рекорд и теперь готовится поразить всех на Олимпиаде-2026,sport
"«Это пример для молодежи»: Пётр Ян заявил, что будет выходить с российским флагом, несмотря на запреты UFC. Длинные новогодние каникулы — отличный повод взять ракетку в руки. В дни праздников посетителей ждет теннисный клуб спортивного комплекса «Алмаз-Антей».",sport
Хозяин корта. Посмотрите на кота из теннисного клуба,sport
Легенда женского «Зенита» Гживиньска перешла в «Спартак» — с конфликтом и миллионными бонусами,sport
Роман Ротенберг не взял в сборную «Россия 25» ни одного игрока СКА,sport
"«Есть Илья Малинин, и есть все остальные»: в фигурном катании новая звезда — что о нем известно",sport
Пловец из Петербурга Евгений Сомов станет первым россиянином на «Играх на стероидах»,sport
«Зенит» идет за новым бразильцем: клуб готов отдать 7 млн евро за Джонатана Жезуса,sport
Дегтярев поддержал идею лимита на иностранцев в тренерских штабах клубов РПЛ,sport
Петр Ян победил Двалишвили и вернул себе чемпионский титул,sport
Идеальный финал года: «Зенит» дожал «Акрон» Дзюбы и взлетел на первое место,sport
«Зенит» взлетел на вершину РПЛ после победы над «Акроном»,sport
На «Катке у Флагштока» официально открыли зимний сезон,sport
Дмитрий Бивол представил личную экспозицию в Музее спорта Петербурга,sport
«Недопустимо»: УЕФА оштрафовала украинскую футбольную ассоциацию за действия болельщиков,sport
Россия возвращается в зимний спорт: решение CAS открыло путь к Милану-2026 — но пройти по нему смогут не все,sport
Российские и белорусские самбисты смогут снова выступать под национальными флагами,sport
Голдобин решил всё: СКА увёз победу из Владивостока,sport
Российская теннисистка Потапова решила выступать за Австрию: «Вена — мой второй дом»,sport
"«Информацию лучше держать в тишине»: Семак рассказал, кого «Зенит» ждёт зимой",sport
Американский баскетболист отказался возвращаться в Саратов: «Автодор» готов к борьбе,sport
40 лет — не повод сбавлять: Овечкин выдал мощный дубль в Сан-Хосе,sport
Победа после штиля: «драконы» прервали серию поражений,sport
Ракетку в руки — и на корт. Как и где поиграть в теннис в Петербурге,sport
«Последний раз ел торт в СССР»: Ларионов отметил 65-летие без сладкого,sport
СКА вырвал победу в Ярославле: Хайруллин решил всё в овертайме,sport
Большунова отстранили от стартов до восстановления Бакурова,sport
Российские лыжники возвращаются: CAS обязал FIS допустить спортсменов на мировые старты,sport
Два золота под триколором: Рахлин — о возвращении России в мировое дзюдо,sport
«Покаялся в храме»: нанесший травму другому лыжнику Большунов объяснил своё поведение,sport
«Русский богатырь» в НХЛ: Воронков побил канадца и американца в одном матче,sport
"Готовьтесь ловить волну: стало известно, когда пройдут фестивали «Фонтанка SUP» и «Пиратская гавань» в 2026 году",sport
Болельщики французской «Ниццы» избили футболистов после серии поражений команды,sport
Газзаев выступил против лимита: «Проблемы не существует»,sport
Готовьтесь крутить педали! Восьмой «ЗСД Фонтанка Фест» пройдет 30 мая 2026 года,sport
Фанаты «Аякса» сорвали футбольный матч пиротехникой: игра остановлена на 5-й минуте,sport
Жена Семака: я была в секунде от смерти,sport
"«Зенит» вымучил победу: Семак объяснил, почему игра с «Рубином» получилась такой тяжелой",sport
Один удар — один гол: как Нино спас «Зенит» в матче без моментов,sport
Новости компаний,sport
«Сфинксы» взяли Петербург: команда Медведева выиграла турнир. Длинные новогодние каникулы — отличный повод взять ракетку в руки. В дни праздников посетителей ждет теннисный клуб спортивного комплекса «Алмаз-Антей».,sport
Нино пробил под перекладину и принес «Зениту» победу над «Рубином»,sport
"Легенда ленинградского баскетбола Владимир Арзамасков: олимпийский блеск, криминал и смертельный прыжок из окна",sport
Наш проект: Сенсационное золото. Кто стал чемпионом Юношеской футбольной лиги,sport
Хачанов снова тащит: победил Грикспора и укрепил лидерство «Сфинксов»,sport
Шнайдер и Потапова спасли «Львов» в парном матче на турнире в Петербурге,sport
Диана Шнайдер вырвала победу у Кудерметовой в драматичном тай-брейке,sport
Медведев переломил матч с Бубликом и укрепил лидерство «Сфинксов» на турнире в Петербурге,sport
Красивый реванш: Потапова берет свое в матче против Путинцевой на теннисном турнире в Петербурге,sport
Бублик и Грикспор переиграли Медведева и Хачанова в паре на «Трофеях Северной Пальмиры»,sport
Хачанов переиграл Бублика и усилил преимущество «Сфинксов»,sport
Медведев начал с победы: Грикспор не устоял в Петербурге,sport
На тоненького: Шнайдер выиграла у Путинцевой 10:9 в решающем сете на турнире в Петербурге,sport
Кудерметова взяла верх над Потаповой на теннисном турнире в Петербурге,sport
"Поджог у мастерской Нельсона Искандаряна: художник спасся, помещение цело",sport
"«Свежести не хватило, чак-чак не пробовал»: Ларионов — о поражении СКА и подготовке к «Локо»",sport
«После очередного избиения мы взвыли»: Плющенко и Рудковская обвинили мать 14-летней фигуристки в насилии. Та ответила,sport
«Ак Барс» переехал СКА: петербуржцы провалили матч в Казани,sport
Историческое золото. Блиев выиграл «Большой шлем» в Абу-Даби под гимн России,sport
Золото за золотом: петербуржцы сияют на чемпионате Европы по муайтай,sport
«Шахматы на корте»: какой спорт выбирают бизнесмены и где ему научиться,sport
Россия возвращается в европейскую гимнастику: 27 стран проголосовали «за»,sport
Как выжить в детском хоккее Петербурга: откровения тренера из Невского района,sport
"«Зенит» победил в Москве, но вылетел из Пути РПЛ",sport
МОК дал зеленый свет Петросян и Гуменнику — они выступят под нейтральным статусом,sport
Тёплый приём в Абу-Даби: как мировое дзюдо встретило возвращение российского флага,sport
22 игры без поражений. Петербуржцы стали чемпионами федеральной Юношеской футбольной лиги,sport
Российский флаг возвращается на татами: Международная федерация дзюдо сняла ограничения,sport
СКА дожал «Северсталь» в концовке! Петербуржцы увезли огненную победу 6:4,sport
Исторический провал: «Шанхайские Драконы» разгромлены «Трактором» — 0:9,sport
Даже дождь не остановил церемонию: олимпийское пламя отправилось в путь,sport
"Побои, опека и скандалы. Как Евгений Плющенко и мать фигуристки не могут поделить 14-летнюю чемпионку",sport
СКА разобрал ЦСКА в Москве: дубль Хайруллина и важная победа на выезде,sport
"Насилие в спорте, сталкеры, страх и потеря отца. Главное из интервью Елизаветы Туктамышевой Вите Кравченко",sport
«Это была маленькая жизнь»: Туктамышева попрощалась с большим спортом,sport
Объявлен состав сборной России по боксу на ЧМ в Дубае. Петербург представят два спортсмена,sport
Умер легендарный футболист Никита Симонян,sport
Огненный старт и печальный финал: «Шанхай» уступил «Ак Барсу» по буллитам,sport
Миронова и Устенко взяли золото в Омске — яркая победа петербуржцев,sport
Крушение после рывка: ЦСКА перевернул матч и оставил «Зенит» ни с чем,sport
Новости компаний,sport
"«Зенит» победил «Пари НН» и вышел на первое место. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
Служебная собака укусила хоккеиста минского «Динамо». Через два дня они трогательно помирились,sport
Как вырастить хоккейную звезду и сколько это будет стоить. Честный разговор с тренерами,sport
Удар для «Зенита»: 17-летний Вадим Шилов порвал кресты на тренировке,sport
«Почти три недели болел». Сын Евгения Плющенко рассказал о своем состоянии,sport
Овечкин оформил хет-трик! Огненная ночь российского хоккеиста в Монреале,sport
В БК «Зенит» перешел бывший игрок НБА Ноа Вонле,sport
«Зенит» хочет 30 млн евро за Педро — «Крузейро» вошёл в игру,sport
904! Овечкин продолжает переписывать историю и тащит «Вашингтон»,sport
Генассамблея ООН приняла резолюцию об олимпийском перемирии на время зимних игр в Италии,sport
Русский десант: трое бывших хоккеистов СКА претендуют на звание лучшего новичка НХЛ,sport
Сборная Кюрасао по футболу вышла на чемпионат мира,sport
Роману Ротенбергу грозит дисквалификация за мат на детском матче,sport
«Зенит» разнес «Пари НН»: Фрэйзер феерил и набрал 27 очков,sport
Овечкин установил новый рекорд в НХЛ,sport
Валерий Карпин выбрал сборную — тренер объявил об уходе из «Динамо»,sport
Ведущий российский теннисист Даниил Медведев впервые сыграет на «Трофеях Северной Пальмиры» — в Петербурге ждут звёздный состав,sport
СКА удержал победу над лидером КХЛ: 4:3 в битве с «Металлургом»,sport
"У России новый главный чемпион UFC. Как Ислам Махачев сделал то, что было не под силу даже Хабибу",sport
После матча Россия — Перу игроки и тренеры обеих команд ругали газон «Газпром Арены». Что с ним случилось?,sport
Махачев вошел в историю: первый россиянин с двумя поясами UFC,sport
Россия проиграла Чили в Сочи и прервала четырёхлетнюю серию без поражений,sport
Захарова обвинила МОК в двойных стандартах и уничтожении принципа «спорт вне политики»,sport
Наш проект: Петербуржцы на льду. Где заняться хоккеем и фигурным катанием,sport
Аршавин рассказал об амбициях возглавить «Зенит»,sport
Аршавин: «Зенит» в Европе никому не интересен,sport
Кержаков может догнать Дзюбу из-за забытого гола 20-летней давности,sport
"Гол Головина, ошибка Сафонова и болельщики, застрявшие перед стадионом: как прошел матч Россия — Перу на «Газпром Арене»",sport
"Головин забил, но победу удержать не удалось: Россия сыграла вничью с Перу",sport
Победная серия СКА прервалась в Уфе — «Салават Юлаев» оказался сильнее,sport
Борис Ротенберг — новый гендиректор «Локомотива»: от защитника до управленца,sport
«Отец двух сыновей»: у нападающего «Зенита» Александра Соболева родился Марк,sport
"Трамп помиловал бегуна, срезавшего путь во время забега и осужденного за это",sport
«Спартак» расстался со Станковичем: серб покидает клуб после серии неудач,sport
«Не хочу быть обузой». Месси высказался о своем возможном участии в ЧМ-2026,sport
"«Мне будет 41 год…»: Роналду рассказал, как долго еще собирается играть в футбол",sport
От шоу «Звёздные танцы» до крыши небоскрёба: история любви Медведевой и Гайнутдинова,sport
Как учил Кокорин: экс-хоккеист СКА Кетов со стулом в руках подрался в ресторане,sport
Сборная России почтила память жертв блокады Ленинграда перед матчем с Перу,sport
"«Диву даешься, сколько бестолковых решений»: бывший глава РФС потребовал срочно менять систему подготовки",sport
Новости компаний,sport
"В Турции отстранили 1024 футболиста в рамках расследования дела о ставках. Среди них 27 игроков Суперлиги. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
"Ларионов — о победе СКА над «Авангардом»: игра получилась не такой красивой, как хотелось бы",sport
СКА увёз победу из Омска: Лутфуллин забил единственный гол в матче,sport
МОК намерен ограничить участие трансгендерных* спортсменок на Олимпиаде,sport
Где в Петербурге рождаются победы и вдохновение на льду,sport
Россияне разгромили Беларусь и снова победили на Кубке Будущего,sport
Юниоры России обыграли Казахстан и взяли бронзу Кубка Будущего,sport
Семак о матче с «Крыльями Советов»: поле не позволило играть комбинационно,sport
"«Зенит» буксует в самарской грязи: Глушенков забил, но этого оказалось мало",sport
«Зенит» не смог победить в Самаре — ничья с «Крыльями Советов»,sport
Канадский нападающий с российским паспортом вернулся в петербургский СКА,sport
СКА вырвал победу у «Динамо» в Москве — победный гол опять забил Мёрфи,sport
Северо-Запад против столицы: как Кюммель и Старченков взяли Мемориал графа Сумарокова-Эльстона,sport
«Шанхай Дрэгонс» предложили изменить регламент КХЛ после скандала в Ледовом дворце,sport
Головина и Елгин — чемпионы микста! Петербург празднует успех на Мемориале Сумарокова,sport
Дебют Жаровского и разгром Казахстана: Россия U20 на шаг от победы в Кубке будущего,sport
Юниоры России не удержали победу: поражение от Белоруссии 1:2,sport
Два игрока «Зенита» — в сборной России: матч с Перу пройдет в Петербурге,sport
16 лет ожидания: молодежная команда «Зенита» вновь чемпион России,sport
Иероглифы не прошли контроль: КХЛ — о скандале перед дерби в Петербурге,sport
Любимые зимние виды спорта. Где заняться хоккеем и фигурным катанием в Петербурге,sport
Поднял гирю почти 9 тысяч раз: российский тяжелоатлет Александр Шанин установил мировой рекорд,sport
"В РФС заявили, что переговоры о матче сборных России и США пока «не активны»",sport
Мёрфи-богатырь: СКА вытащил дерби у «Драконов» и вернулся к жизни,sport
Мёрфи — герой вечера: СКА вырвал победу у «Драконов» в овертайме,sport
РФ будет претендовать на проведение чемпионата мира по водным видам спорта в 2031 году. Среди конкурентов — Мадрид,sport
Первые призовые Мемориала Сумарокова: Садыкова и Кюммель взяли микст и по 25 тысяч рублей,sport
Футболист «Зенита» вошел в список кандидатов на сборную года ФИФА,sport
Кубок Будущего: 10 шайб и дубль Прохорова в шоу поколений,sport
Болельщиков «Шанхая» не пустили в Ледовый дворец на матч против СКА из-за иероглифов,sport
У Валиевой окончательно отобрали золото ЧЕ-2022 — суд Швейцарии не поверил защите,sport
От бетонной коробки до главной арены страны: Владимир Литвинов покинул «Зенит» после 18 лет работы,sport
Дегтярёв: Россия обжаловала решение FIS о недопуске спортсменов до Олимпиады,sport
Вратарь «Сент-Луиса» попытался украсть шайбу после 900-го гола Овечкина,sport
Овечкин впервые в мире забросил 900 шайб в чемпионатах НХЛ,sport
«Зенит» оступился в Кубке: «Динамо» увезло победу из Петербурга,sport
«Зенит» поплыл после перерыва: УНИКС разбил петербуржцев у них дома,sport
Самый долгий матч Мемориала Сумарокова-Эльстона: Черных вырвала победу и вышла в четвертьфинал,sport
Российский гроссмейстер Ян Непомнящий покинул Кубок мира по шахматам,sport
Президент Российской премьер-лиги: попытка похищения футболиста «Зенита» вызывает недоумение,sport
Новости компаний,sport
"В футболе снова война между Минспортом и клубами из-за легионеров. Смотрим на цифры. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
"Fan ID остается и расширится: в Минспорта исключили отмену карт болельщика. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
"Тяжелоатлет из Петербурга взял три «золота» на юниорском чемпионате Европы и установил рекорд. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
"Петербургские виды спорта. Где заняться хоккеем и фигурным катанием. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
"СКА теряет ход: поражение от «Динамо» стало вторым подряд. Хоккей и фигурное катание всегда были петербургскими видами спорта. Такими они остаются и сегодня, объединяя профессионалов и любителей.",sport
«Напичкали всякими лекарствами». Сыну Плющенко понадобилась скорая после шоу в Петербурге,sport
Луис Энрике вызван в сборную Бразилии. Недавно он дал интервью «Фонтанке»,sport
Дуглас Сантос не сыграет до конца года из-за травмы,sport
«Надеюсь задержаться надолго». Вендел — о новом контракте с «Зенитом» и российском паспорте,sport
"Спасенный Мостовой в балаклаве, Буланова и первый проигрыш «Локо». «Зенит» снова выиграл",sport
Он остается. «Зенит» продлил контракт с Венделом,sport
«Зенит» победил «Локомотив» и вышел на второе место в РПЛ,sport
Мостовой в балаклаве: игрок «Зенита» ярко отметил гол в ворота «Локомотива»,sport
Болельщик «Реала» потерял сознание прямо на стадионе. Все закончилось печально,sport
В Петербурге увековечили память легендарного тренера «Зенита» Юрия Морозова,sport
Экс-футболист «Зенита» попробует себя в качестве тренера. Пока — с пометкой «и.о.»,sport
Наш проект: Архитектура льда и света. Где найти место для корпоративной игры в хоккей,sport
СКА проиграл «Локомотиву» третий раз в сезоне,sport
Спортивный суд допустил российских саночников до участия в международных соревнованиях,sport
Наш проект: От соревнований до корпоратива. Как взять в аренду Ледовый дворец,sport
«Не вижу различий между Семаком и Анчелотти»: большое интервью Луиса Энрике — самого дорогого футболиста «Зенита» после Малкома,sport
Бывший тренер «Зенита» возглавил итальянский «Ювентус»,sport
Победный дебют Савикова: СКА обыграл «Сибирь» и продолжил серию,sport
Лёд на реке. Где находится одна из самых больших хоккейных коробок в Петербурге,sport
Суд во Франции решил выдать США российского баскетболиста Касаткина,sport
«Динамо» разгромило «Шанхайских Драконов» в Петербурге — 5:1 и нервный срыв Комтуа,sport
«Решил не поднимать панику»: Мостовой впервые рассказал о попытке своего похищения,sport
"«Может быть, это Валерий Георгиевич?» Быстров — о попытке похищения Мостового",sport
Петербург на коньках. Где заняться хоккеем и фигурным катанием,sport
"Семак — о победе над «Динамо»: «Фол на Мостовом был, но судья даже не посмотрел повтор»",sport
"Нервный Карпин, гол пяткой и спорный VAR: как «Зенит» дожал «Динамо» в концовке",sport
"Алексей Ягудин заявил, что Аделия Петросян больше не мировой лидер",sport
Мантуан принес «Зениту» важную победу перед встречей с лидером,sport
Отца Илона Маска заметили на хоккейном матче в Казани,sport
Дюков: Россия готова принять чемпионат Европы-2032,sport
Петербург ожил: СКА уничтожил «Сочи» и показал лучший матч сезона,sport
Наш проект: Встречаемся на стадионе. В Петербурге состоится один из самых ожидаемых матчей осени,sport
В петербургском ГУ МВД не нашли нарушений в действиях бывшего футболиста «Зенита» Клаудиньо,sport
Россиянка Ангелина Мельникова завоевала второе золото на ЧМ по спортивной гимнастике,sport
При Ротенберге такого не было: как СКА оказался в кризисе с Ларионовым,sport
Новости компаний,sport
"Паралимпиада без России: FIS, IBU и другие федерации не допустят спортсменов. СКА снова оступился, проиграв дома действующему чемпиону со счетом 1:3. Отдел спорта «Фонтанки» — о том, почему команда Ларионова всё глубже вязнет в кризисе и теряет себя",sport
Гимнастка Ангелина Мельникова принесла России первое золото ЧМ за четыре года. Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.,sport
«Молодежь получила шанс и воспользовалась им»: Семак подвел итоги разгромной победы над «Оренбургом». Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.,sport
Ларионов отказался уходить в отставку: «Бросить команду в тяжелый момент не по мне»,sport
«Зенит» разгромил «Оренбург» 6:0 и установил рекорд Кубка России,sport
Кризис продолжается: у СКА восьмое поражение в последних десяти матчах,sport
Лишь одна футбольная школа России вошла в список 100 лучших академий мира. И это не «Зенит»,sport
На петербургскую велогонщицу Валерию Валгонен в Чили упал потолок,sport
МОК прервал переговоры о проведении Олимпиады в Индонезии после недопуска израильских спортсменов,sport
Реку с крокодилами признали пригодной для соревнований по гребле на Олимпиаде-2032,sport
Наш проект: Новая эпоха «Динамо». Петербуржцев ждет один из самых ожидаемых матчей осени,sport
Лыжников и сноубордистов России не допустили до международных соревнований,sport
"Наш проект: Простуда уходит из Петербурга? Сезонные вирусы отступают, но медленнее, чем хотелось бы",sport
Нападающий «Зенита» Кассьерра выбыл на месяц из-за травмы,sport
После трёх лет изоляции: как международный спорт начал открывать двери российским атлетам,sport
"Дзюба — о тренерах: «ЧСВ зашкаливает, много шарлатанов»",sport
«Формула-1» не возвращает деньги «Росгонкам» из-за связей с ВТБ,sport
Победа России: IBSF признала незаконным отстранение российских спортсменов,sport
"«Зенит» против «Динамо»: реванш, эмоции и кэшбэк ждут болельщиков",sport
Гол Алипа и два пенальти: «Зенит» спокойно разобрался с «Сочи»,sport
"Ларионов убрал сына, но чуда не случилось: как СКА проиграл «Локомотиву»",sport
СКА снова проиграл: поражение от «Локомотива» — восьмое за десять матчей,sport
Петербургские дзюдоисты выиграли больше всех медалей на чемпионате России,sport
Семейная ротация: Игорь Ларионов впервые исключил сына из заявки СКА,sport
"Тратим рекордно, продаём мало: как изменился российский футбол и что с «Зенитом»",sport
Наш проект: В какую секцию футбола отдать ребенка в Петербурге,sport
«Тело и психика изменились»: Роднина — о возвращении Валиевой на лёд,sport
Ещё один воспитанник баскетбольного «Зенита» покинул команду. Петербургская академия снова теряет своих,sport
"В Лимасоле убит бывший президент клуба, где главным тренером работал Александр Кержаков",sport
"Роналду, Месси, Бензема — кто зарабатывает больше всех в 2025 году",sport
«Шанхайские Драконы» упустили победу в концовке и проиграли «Динамо» по буллитам,sport
Форвард «Зенита» Нина Матейич — в десятке лучших молодых футболисток Европы,sport
«Не нужно мерить академию количеством игроков в основе»: Семак о системе «Зенита»,sport
«СЭ»: в СКА недовольны Гримальди: американец может покинуть клуб,sport
Наш проект: Как заводская футбольная команда доросла до одной из сильнейших спортивных школ Петербурга,sport
"В КХЛ ответили, будет ли пересмотрен результат матча СКА — «Автомобилист» из-за ошибочно засчитанной шайбы",sport
«Хоккей — не балет»: как петербургского тренера с жалобами на крики и мат снова пустили к детям,sport
"«Два гола отменили, но ребята нашли силы спасти очко»: Ларионов о матче с «Нефтехимиком»",sport
Два отмененных гола и шестое поражение в семи матчах: СКА снова не справился дома,sport
Баскетбольный «Зенит» разнёс «Самару» и прервал серию поражений,sport
Новости компаний,sport
"«Большие дяди решили, что мне нельзя там оставаться»: Кокорин — о «Зените» и жизни после тюрьмы. Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.",sport
Путин выразил соболезнования в связи со смертью олимпийского чемпиона Александра Дитятина. Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.,sport
Наш проект: Энергию в мирное русло. Где петербургских мальчишек научат футболу. Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.,sport
Роман Ротенберг принес удачу: Россия разгромила Боливию 3:0 в Москве. Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.,sport
«Шанхайские Драконы» на вершине: китайский клуб из Петербурга захватил лидерство в КХЛ. Далеко не каждая заводская футбольная команда может дорасти до одной из сильнейших спортивных школ города. ФК «Алмаз — Антей» из Петербурга это удалось.,sport
В России учредили клуб имени Сергея Семака — пока в нём один человек,sport
Семак обрушился с критикой на футбольных судей в России: «Решения принимает один человек»,sport
С мячом не расстается. Где тренироваться юному футболисту в Петербурге,sport
От Ленинграда до Олимпа. Как жил и побеждал легендарный гимнаст Александр Дитятин,sport
"«Мы ж не звери»: «Шанхайские Драконы» отправили мерч СКА «команде, которую нельзя называть»",sport
"Гол-фантом. В КХЛ признали, что победная шайба СКА засчитана ошибочно",sport
Прорвало! СКА обыграл «Автомобилист» после пяти поражений подряд,sport
Свои не нужны: как баскетбольный «Зенит» потерял веру в собственных воспитанников,sport
И тебя научат. Где из подростка сделают футболиста,sport
Не дожали: «Зенит» проиграл «Динамо» в драматичном финале,sport
Россияне взяли восемь медалей на Кубке Европы по дзюдо в Испании,sport
